CustomerID,Gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00309,Female,1,10,No,DSL,One year,Bank transfer (automatic),64.36,562.7,No
CUST-00310,Female,0,9,Yes,No,Month-to-month,Credit card (automatic),46.04,408.92,Yes
CUST-00311,Male,0,4,No,No,One year,Bank transfer (automatic),109.82,377.35,No
CUST-00312,Male,1,43,Yes,No,Two year,Mailed check,112.72,4595.97,No
CUST-00313,Male,0,62,No,DSL,Two year,Credit card (automatic),67.85,3782.97,Yes
CUST-00314,Male,0,15,Yes,Fiber optic,One year,Bank transfer (automatic),108.59,1494.89,No
CUST-00315,Female,0,44,No,DSL,One year,Credit card (automatic),38.08,1480.18,No
CUST-00316,Female,0,33,No,Fiber optic,One year,Bank transfer (automatic),54.1,1738.42,Yes
CUST-00317,Male,0,43,Yes,No,Two year,Bank transfer (automatic),43.69,1781.93,No
CUST-00318,Female,0,5,Yes,No,One year,Credit card (automatic),53.17,261.28,No
CUST-00319,Male,1,9,Yes,Fiber optic,Two year,Electronic check,114.49,988.46,No
CUST-00320,Female,0,19,No,No,Month-to-month,Bank transfer (automatic),106.61,1879.59,Yes
CUST-00321,Female,0,29,No,Fiber optic,Two year,Bank transfer (automatic),22.47,634.33,No
CUST-00322,Female,0,36,No,No,One year,Mailed check,26.07,884.36,No
CUST-00323,Female,0,72,No,No,One year,Credit card (automatic),83.63,5160.39,No
CUST-00324,Female,1,22,No,DSL,Month-to-month,Credit card (automatic),50.73,1083.45,Yes
CUST-00325,Male,0,44,No,DSL,One year,Electronic check,108.92,4161.74,No
CUST-00326,Male,0,11,Yes,No,One year,Credit card (automatic),43.45,444.08,No
CUST-00327,Female,0,10,No,DSL,Two year,Mailed check,76.92,751.14,No
CUST-00328,Female,1,70,Yes,No,One year,Credit card (automatic),72.27,4738.05,No
CUST-00329,Male,0,24,No,Fiber optic,Month-to-month,Mailed check,51.2,1149.45,No
CUST-00330,Female,0,57,No,No,One year,Credit card (automatic),24.24,1316.8,No
CUST-00331,Male,0,59,No,DSL,Two year,Bank transfer (automatic),80.97,4299.97,No
CUST-00332,Male,1,4,Yes,Fiber optic,Two year,Electronic check,98.51,346.11,No
CUST-00333,Male,0,17,No,Fiber optic,One year,Bank transfer (automatic),119.56,1873.48,No
CUST-00334,Female,0,24,No,DSL,Two year,Mailed check,114.86,2573.61,No
CUST-00335,Female,0,58,Yes,DSL,Two year,Electronic check,102.28,5429.29,No
CUST-00336,Female,0,39,No,Fiber optic,Month-to-month,Credit card (automatic),51.27,1865.62,Yes
CUST-00337,Male,0,47,Yes,DSL,Month-to-month,Mailed check,44.48,1994.72,No
CUST-00338,Male,0,39,No,No,Month-to-month,Bank transfer (automatic),89.81,3214.23,No
CUST-00339,Female,1,6,Yes,Fiber optic,One year,Credit card (automatic),43.25,247.93,No
CUST-00340,Male,0,24,No,Fiber optic,Two year,Mailed check,24.11,569.87,No
CUST-00341,Male,1,51,No,DSL,One year,Mailed check,107.48,5165.81,No
CUST-00342,Male,0,40,No,DSL,One year,Bank transfer (automatic),91.94,3621.2,No
CUST-00343,Female,0,58,No,DSL,Month-to-month,Credit card (automatic),96.14,5211.89,No
CUST-00344,Male,0,19,No,Fiber optic,Two year,Bank transfer (automatic),81.6,1518.72,No
CUST-00345,Male,0,44,Yes,No,One year,Mailed check,25.01,1034.75,No
CUST-00346,Male,0,16,Yes,DSL,One year,Mailed check,29.44,466.17,No
CUST-00347,Female,0,48,No,No,One year,Electronic check,82.17,3908.8,No
CUST-00348,Male,0,66,No,No,Month-to-month,Credit card (automatic),23.44,1370.09,No
CUST-00349,Male,0,54,No,DSL,Two year,Bank transfer (automatic),72.08,3354.74,No
CUST-00350,Male,0,1,Yes,Fiber optic,Month-to-month,Credit card (automatic),111.57,103.1,Yes
CUST-00351,Male,1,17,Yes,No,One year,Bank transfer (automatic),77.79,1274.54,No
CUST-00352,Male,0,49,No,No,Month-to-month,Mailed check,49.28,2230.03,No
CUST-00353,Male,1,51,Yes,DSL,One year,Mailed check,22.51,1073.97,Yes
CUST-00354,Female,0,28,No,Fiber optic,Month-to-month,Bank transfer (automatic),119.0,3040.29,No
CUST-00355,Male,1,35,Yes,DSL,Two year,Mailed check,109.49,3540.66,No
CUST-00356,Male,0,43,Yes,DSL,One year,Mailed check,40.15,1630.82,No
CUST-00357,Male,0,23,No,DSL,One year,Credit card (automatic),112.71,2466.79,No
CUST-00358,Male,1,36,Yes,DSL,One year,Credit card (automatic),75.14,2583.71,No
CUST-00359,Female,0,5,Yes,DSL,Two year,Bank transfer (automatic),104.34,513.27,No
CUST-00360,Male,1,48,No,Fiber optic,Two year,Mailed check,39.9,1656.12,Yes
CUST-00361,Female,1,47,Yes,Fiber optic,One year,Electronic check,35.52,1665.0,No
CUST-00362,Male,0,34,No,Fiber optic,Two year,Mailed check,34.44,997.78,No
CUST-00363,Female,0,70,Yes,DSL,Two year,Mailed check,24.51,1581.43,No
CUST-00364,Female,0,71,Yes,No,Month-to-month,Bank transfer (automatic),99.01,6407.07,No
CUST-00365,Male,0,33,Yes,No,Month-to-month,Credit card (automatic),72.05,2358.88,Yes
CUST-00366,Male,0,16,Yes,No,Two year,Bank transfer (automatic),112.42,1532.76,No
CUST-00367,Female,0,10,No,No,Two year,Credit card (automatic),69.43,593.64,No
CUST-00368,Male,0,18,No,No,Two year,Electronic check,88.2,1507.93,No
CUST-00369,Male,0,41,No,Fiber optic,One year,Mailed check,52.68,1916.57,No
CUST-00370,Female,0,35,Yes,DSL,Month-to-month,Bank transfer (automatic),30.11,920.33,No
CUST-00371,Female,1,17,Yes,DSL,Two year,Mailed check,32.12,476.06,No
CUST-00372,Male,1,66,No,DSL,Month-to-month,Bank transfer (automatic),116.95,6743.31,No
CUST-00373,Female,0,10,Yes,DSL,Two year,Credit card (automatic),33.17,301.25,No
CUST-00374,Male,1,22,No,No,Month-to-month,Electronic check,90.96,1766.76,No
CUST-00375,Male,0,48,Yes,No,One year,Bank transfer (automatic),82.56,3600.39,No
CUST-00376,Female,1,50,Yes,DSL,Two year,Mailed check,70.49,3048.4,No
CUST-00377,Male,0,63,No,No,Two year,Electronic check,46.38,2747.83,No
CUST-00378,Female,0,1,Yes,Fiber optic,Two year,Bank transfer (automatic),81.48,80.3,No
CUST-00379,Male,0,51,No,DSL,Two year,Mailed check,35.24,1784.47,No
CUST-00380,Male,0,16,No,No,One year,Bank transfer (automatic),115.34,1799.12,No
CUST-00381,Female,0,48,Yes,No,Two year,Electronic check,53.96,2236.95,No
CUST-00382,Male,0,32,No,DSL,One year,Bank transfer (automatic),82.69,2304.96,Yes
CUST-00383,Male,0,22,No,DSL,One year,Credit card (automatic),76.65,1448.46,No
CUST-00384,Male,0,14,No,Fiber optic,One year,Bank transfer (automatic),85.38,1059.77,No
CUST-00385,Female,0,32,No,DSL,Two year,Electronic check,30.67,887.65,No
CUST-00386,Male,0,8,Yes,DSL,Month-to-month,Mailed check,108.37,773.41,Yes
CUST-00387,Female,0,37,No,No,Month-to-month,Electronic check,62.43,2251.99,Yes
CUST-00388,Male,1,48,No,DSL,One year,Electronic check,53.58,2536.48,No
CUST-00389,Female,1,55,Yes,Fiber optic,Two year,Mailed check,25.31,1247.09,No
CUST-00390,Female,1,40,No,No,One year,Credit card (automatic),27.79,980.16,Yes
CUST-00391,Male,1,58,Yes,DSL,Two year,Credit card (automatic),36.79,1956.89,No
CUST-00392,Female,0,14,Yes,DSL,One year,Electronic check,81.6,1019.48,No
CUST-00393,Male,0,19,Yes,DSL,Month-to-month,Electronic check,108.44,1994.92,Yes
CUST-00394,Male,0,29,Yes,DSL,Two year,Bank transfer (automatic),43.55,1209.48,No
CUST-00395,Female,0,10,No,Fiber optic,Month-to-month,Credit card (automatic),63.14,575.15,No
CUST-00396,Female,0,6,Yes,DSL,Two year,Credit card (automatic),68.77,357.66,No
CUST-00397,Male,1,70,Yes,Fiber optic,One year,Credit card (automatic),110.26,6709.1,No
CUST-00398,Male,1,67,Yes,No,Two year,Bank transfer (automatic),60.07,3530.72,No
CUST-00399,Male,1,66,Yes,Fiber optic,One year,Bank transfer (automatic),73.77,4854.32,No
CUST-00400,Female,0,45,Yes,Fiber optic,One year,Credit card (automatic),106.43,4443.91,Yes
CUST-00401,Female,0,40,Yes,Fiber optic,Two year,Bank transfer (automatic),47.91,1646.32,No
CUST-00402,Male,0,57,No,No,One year,Mailed check,80.74,4053.29,No
CUST-00403,Male,1,15,No,No,One year,Credit card (automatic),31.95,445.03,No
CUST-00404,Female,0,58,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),66.37,3611.63,No
CUST-00405,Male,0,14,No,Fiber optic,Month-to-month,Mailed check,84.06,1146.75,No
CUST-00406,Female,0,16,No,No,One year,Bank transfer (automatic),101.95,1580.1,No
CUST-00407,Female,0,59,No,No,One year,Electronic check,80.11,4527.4,No
CUST-00408,Female,0,44,Yes,Fiber optic,Two year,Bank transfer (automatic),116.87,4391.61,Yes
CUST-00409,Male,0,61,No,Fiber optic,Month-to-month,Mailed check,37.21,2048.99,Yes
CUST-00410,Male,0,34,Yes,Fiber optic,Two year,Mailed check,25.23,776.24,No
CUST-00411,Female,0,69,Yes,No,One year,Bank transfer (automatic),55.52,3440.54,No
CUST-00412,Male,0,57,Yes,DSL,One year,Mailed check,50.78,2679.67,No
CUST-00413,Male,1,10,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),20.35,181.91,No
CUST-00414,Female,1,8,No,DSL,One year,Mailed check,115.4,906.05,Yes
CUST-00415,Male,0,58,Yes,DSL,Two year,Credit card (automatic),115.06,6112.03,No
CUST-00416,Male,0,50,No,No,Two year,Bank transfer (automatic),92.07,4596.58,No
CUST-00417,Male,0,45,No,Fiber optic,Month-to-month,Credit card (automatic),24.17,1070.29,No
CUST-00418,Male,0,17,Yes,DSL,Two year,Bank transfer (automatic),41.74,629.76,No
CUST-00419,Male,0,5,Yes,Fiber optic,Two year,Mailed check,73.78,334.33,No
CUST-00420,Female,0,24,Yes,No,Month-to-month,Mailed check,29.66,643.78,No
CUST-00421,Female,0,23,Yes,DSL,One year,Credit card (automatic),109.06,2285.54,No
CUST-00422,Male,0,35,Yes,DSL,One year,Mailed check,109.88,3372.48,No
CUST-00423,Female,0,59,Yes,No,Two year,Electronic check,65.74,3393.42,No
CUST-00424,Female,1,38,No,No,One year,Credit card (automatic),36.44,1328.14,Yes
CUST-00425,Male,0,28,Yes,DSL,Two year,Credit card (automatic),110.56,2985.62,No
CUST-00426,Male,0,23,Yes,DSL,Month-to-month,Bank transfer (automatic),88.7,1911.74,No
CUST-00427,Male,1,64,Yes,No,Month-to-month,Credit card (automatic),53.54,3051.23,No
CUST-00428,Female,0,36,No,DSL,Month-to-month,Bank transfer (automatic),75.03,2542.85,No
CUST-00429,Female,0,54,No,No,Two year,Mailed check,30.48,1577.77,No
CUST-00430,Female,0,61,No,No,Month-to-month,Mailed check,25.57,1354.06,No
CUST-00431,Female,0,40,No,Fiber optic,Two year,Electronic check,67.36,2443.84,Yes
CUST-00432,Female,1,34,Yes,Fiber optic,Month-to-month,Electronic check,39.84,1245.84,Yes
CUST-00433,Female,0,42,No,Fiber optic,Month-to-month,Mailed check,61.36,2510.23,Yes
CUST-00434,Female,0,42,Yes,No,Two year,Bank transfer (automatic),118.22,4822.61,Yes
CUST-00435,Male,1,52,No,No,Two year,Electronic check,52.02,2458.71,No
CUST-00436,Female,0,10,No,DSL,Month-to-month,Electronic check,101.42,939.46,Yes
CUST-00437,Male,0,52,No,DSL,Two year,Electronic check,79.69,4109.15,No
CUST-00438,Female,0,10,No,Fiber optic,Two year,Bank transfer (automatic),75.2,676.46,No
CUST-00439,Female,0,21,No,Fiber optic,One year,Credit card (automatic),35.99,671.71,No
CUST-00440,Male,0,72,No,No,Month-to-month,Credit card (automatic),41.63,2996.05,No
CUST-00441,Female,1,15,No,Fiber optic,Month-to-month,Credit card (automatic),55.17,782.18,Yes
CUST-00442,Female,0,70,Yes,DSL,Two year,Electronic check,114.46,7388.85,No
CUST-00443,Female,0,19,No,Fiber optic,Month-to-month,Mailed check,68.45,1176.59,No
CUST-00444,Male,0,72,Yes,No,Month-to-month,Mailed check,23.57,1670.26,No
CUST-00445,Male,0,61,Yes,No,Month-to-month,Mailed check,48.87,2902.38,No
CUST-00446,Male,0,42,Yes,Fiber optic,One year,Bank transfer (automatic),46.0,1786.74,No
CUST-00447,Male,0,19,Yes,No,Two year,Mailed check,95.2,1545.56,No
CUST-00448,Male,0,10,No,DSL,Two year,Credit card (automatic),86.48,738.38,No
CUST-00449,Female,0,30,No,DSL,Two year,Mailed check,59.4,1562.01,No
CUST-00450,Male,1,47,Yes,DSL,Month-to-month,Credit card (automatic),80.23,3282.16,No
CUST-00451,Male,1,41,Yes,DSL,Month-to-month,Electronic check,119.67,4345.74,Yes
CUST-00452,Female,0,33,No,DSL,Two year,Credit card (automatic),56.15,1598.73,No
CUST-00453,Female,0,23,Yes,DSL,Two year,Credit card (automatic),97.49,2005.54,No
CUST-00454,Female,1,55,No,DSL,Two year,Credit card (automatic),101.33,4741.07,No
CUST-00455,Male,0,51,Yes,DSL,Two year,Credit card (automatic),94.39,4746.56,No
CUST-00456,Male,0,59,No,Fiber optic,Two year,Electronic check,35.5,2011.81,No
CUST-00457,Female,0,53,No,Fiber optic,One year,Electronic check,113.73,5514.7,No
CUST-00458,Male,1,47,No,No,Two year,Credit card (automatic),55.52,2460.18,No
CUST-00459,Female,0,8,Yes,Fiber optic,One year,Credit card (automatic),94.06,655.17,No
CUST-00460,Male,0,1,Yes,Fiber optic,Month-to-month,Credit card (automatic),93.8,82.5,No
CUST-00461,Female,0,26,Yes,DSL,Month-to-month,Credit card (automatic),31.96,764.64,No
CUST-00462,Female,0,39,Yes,No,Month-to-month,Mailed check,33.12,1223.04,No
CUST-00463,Male,0,30,Yes,No,Two year,Electronic check,45.74,1208.36,No
CUST-00464,Male,1,72,Yes,DSL,One year,Mailed check,52.69,3512.63,No
CUST-00465,Female,1,27,Yes,No,One year,Bank transfer (automatic),93.6,2270.42,No
CUST-00466,Male,1,29,Yes,DSL,Two year,Bank transfer (automatic),26.54,704.95,No
CUST-00467,Male,0,58,Yes,Fiber optic,One year,Bank transfer (automatic),82.82,4588.53,No
CUST-00468,Male,0,63,No,No,One year,Electronic check,100.08,5874.26,No
CUST-00469,Female,0,44,No,DSL,Month-to-month,Bank transfer (automatic),97.25,4078.58,Yes
CUST-00470,Male,1,13,Yes,Fiber optic,Two year,Credit card (automatic),95.65,1180.74,No
CUST-00471,Female,0,14,Yes,DSL,One year,Mailed check,112.03,1408.97,No
CUST-00472,Female,0,15,No,DSL,Two year,Credit card (automatic),98.67,1350.01,No
CUST-00473,Female,0,41,No,Fiber optic,One year,Electronic check,47.27,1713.21,No
CUST-00474,Female,0,64,Yes,DSL,Month-to-month,Mailed check,90.08,5318.8,No
CUST-00475,Female,1,68,Yes,No,Month-to-month,Credit card (automatic),101.53,6484.43,No
CUST-00476,Male,0,19,Yes,No,One year,Credit card (automatic),105.4,1784.17,No
CUST-00477,Female,0,57,No,Fiber optic,Month-to-month,Credit card (automatic),75.2,4212.67,No
CUST-00478,Female,0,19,No,DSL,Month-to-month,Electronic check,83.82,1435.99,No
CUST-00479,Female,0,14,Yes,No,One year,Credit card (automatic),63.45,794.36,No
CUST-00480,Male,0,49,Yes,Fiber optic,One year,Mailed check,67.68,2958.82,No
CUST-00481,Male,0,8,No,No,Month-to-month,Bank transfer (automatic),81.65,593.66,Yes
CUST-00482,Male,0,65,No,Fiber optic,One year,Mailed check,95.57,5453.6,No
CUST-00483,Female,0,40,No,Fiber optic,Two year,Mailed check,40.27,1455.91,No
CUST-00484,Male,0,66,No,No,One year,Mailed check,56.2,3670.91,No
CUST-00485,Male,1,30,Yes,DSL,Two year,Bank transfer (automatic),68.77,1879.58,No
CUST-00486,Female,0,56,Yes,No,One year,Electronic check,57.09,2819.24,No
CUST-00487,Male,0,7,No,DSL,One year,Bank transfer (automatic),62.5,409.16,No
CUST-00488,Male,1,20,Yes,No,Month-to-month,Credit card (automatic),72.05,1295.16,No
CUST-00489,Female,0,29,Yes,Fiber optic,Two year,Bank transfer (automatic),28.52,814.31,No
CUST-00490,Female,0,5,No,Fiber optic,One year,Bank transfer (automatic),77.98,358.47,No
CUST-00491,Female,1,40,Yes,DSL,One year,Electronic check,22.26,860.75,Yes
CUST-00492,Male,0,60,No,No,One year,Bank transfer (automatic),63.1,3748.47,No
CUST-00493,Female,0,42,Yes,No,One year,Credit card (automatic),27.69,1101.01,No
CUST-00494,Female,0,63,No,No,One year,Electronic check,36.96,2258.63,No
CUST-00495,Male,0,16,Yes,DSL,Month-to-month,Bank transfer (automatic),91.21,1254.15,Yes
CUST-00496,Male,0,41,No,DSL,Two year,Mailed check,28.8,1127.66,No
CUST-00497,Female,0,39,Yes,No,Month-to-month,Electronic check,64.12,2464.25,No
CUST-00498,Male,0,42,No,Fiber optic,One year,Bank transfer (automatic),32.65,1264.66,No
CUST-00499,Female,0,41,Yes,DSL,One year,Bank transfer (automatic),57.67,2202.81,No
CUST-00500,Female,0,54,Yes,No,Month-to-month,Bank transfer (automatic),54.26,2741.37,Yes
CUST-00501,Female,0,12,No,No,Month-to-month,Bank transfer (automatic),40.85,425.31,No
CUST-00502,Female,0,47,No,No,Month-to-month,Mailed check,83.88,3685.69,No
CUST-00503,Male,1,27,Yes,No,One year,Mailed check,48.47,1247.3,No
CUST-00504,Female,0,13,No,No,Two year,Mailed check,82.56,997.83,No
CUST-00505,Male,0,29,Yes,No,Month-to-month,Mailed check,26.7,766.01,Yes
CUST-00506,Female,0,31,Yes,No,Month-to-month,Mailed check,111.84,3236.71,No
CUST-00507,Male,0,41,Yes,Fiber optic,One year,Credit card (automatic),43.98,1629.45,No
CUST-00508,Female,0,24,No,DSL,One year,Credit card (automatic),72.34,1540.59,No
CUST-00509,Male,0,30,Yes,Fiber optic,Two year,Mailed check,70.22,1873.53,No
CUST-00510,Male,0,10,No,Fiber optic,Two year,Bank transfer (automatic),46.13,392.8,No
CUST-00511,Male,0,31,No,No,Month-to-month,Credit card (automatic),81.49,2236.52,No
CUST-00512,Female,0,29,No,No,One year,Mailed check,41.31,1111.68,No
CUST-00513,Male,0,23,No,No,Two year,Electronic check,89.23,1921.91,No
CUST-00514,Female,0,24,No,Fiber optic,One year,Bank transfer (automatic),22.72,463.62,No
CUST-00515,Female,0,63,No,DSL,Two year,Bank transfer (automatic),79.46,4258.02,No
CUST-00516,Male,0,22,No,Fiber optic,Month-to-month,Mailed check,30.27,631.15,Yes
CUST-00517,Female,0,10,Yes,DSL,Two year,Mailed check,22.61,225.59,No
CUST-00518,Female,0,17,No,Fiber optic,Two year,Credit card (automatic),70.82,1035.55,No
CUST-00519,Male,1,15,No,No,One year,Bank transfer (automatic),35.58,470.83,Yes
CUST-00520,Male,1,27,No,Fiber optic,Two year,Mailed check,90.19,2360.89,No
CUST-00521,Male,0,16,Yes,Fiber optic,One year,Mailed check,110.61,1634.13,No
CUST-00522,Female,0,72,No,DSL,One year,Bank transfer (automatic),37.71,2561.4,No
CUST-00523,Female,0,42,Yes,Fiber optic,Month-to-month,Mailed check,104.5,3752.29,No
CUST-00524,Female,0,27,No,Fiber optic,One year,Bank transfer (automatic),96.1,2371.92,No
CUST-00525,Female,0,70,No,No,One year,Bank transfer (automatic),62.84,3944.67,No
CUST-00526,Male,1,1,No,No,One year,Credit card (automatic),52.16,48.72,No
CUST-00527,Male,0,36,Yes,Fiber optic,Two year,Credit card (automatic),106.43,3295.05,No
CUST-00528,Female,0,1,Yes,No,One year,Credit card (automatic),51.04,44.65,No
CUST-00529,Female,0,39,Yes,No,Two year,Electronic check,88.86,3157.4,Yes
CUST-00530,Male,0,38,Yes,No,One year,Electronic check,30.22,1000.6,No
CUST-00531,Male,0,24,Yes,No,Two year,Mailed check,53.46,1111.74,No
CUST-00532,Male,1,34,No,DSL,Two year,Bank transfer (automatic),89.99,2776.15,No
CUST-00533,Male,0,38,Yes,DSL,One year,Electronic check,71.15,2405.03,No
CUST-00534,Female,0,36,Yes,Fiber optic,Two year,Bank transfer (automatic),56.97,1991.08,No
CUST-00535,Female,0,9,Yes,No,Two year,Bank transfer (automatic),63.33,514.18,No
CUST-00536,Male,0,42,Yes,Fiber optic,Two year,Credit card (automatic),27.92,1171.13,No
CUST-00537,Female,0,59,Yes,Fiber optic,Two year,Bank transfer (automatic),44.94,2278.9,No
CUST-00538,Female,1,7,Yes,No,Month-to-month,Electronic check,51.45,306.29,Yes
CUST-00539,Female,0,35,Yes,Fiber optic,Two year,Credit card (automatic),26.16,894.57,No
CUST-00540,Female,0,46,Yes,No,Two year,Bank transfer (automatic),80.04,3280.09,No
CUST-00541,Female,0,12,No,No,Two year,Bank transfer (automatic),107.64,1134.15,No
CUST-00542,Female,0,71,Yes,Fiber optic,Month-to-month,Credit card (automatic),64.29,4102.04,Yes
CUST-00543,Male,1,27,No,No,Month-to-month,Electronic check,65.8,1732.61,No
CUST-00544,Male,0,12,Yes,DSL,Month-to-month,Credit card (automatic),110.82,1214.9,Yes
CUST-00545,Female,0,72,Yes,Fiber optic,Two year,Bank transfer (automatic),40.5,2849.44,No
CUST-00546,Female,0,53,No,Fiber optic,One year,Electronic check,78.3,4054.37,No
CUST-00547,Male,1,4,No,DSL,Two year,Bank transfer (automatic),63.5,216.69,No
CUST-00548,Male,0,22,No,Fiber optic,Month-to-month,Electronic check,91.16,1811.22,Yes
CUST-00549,Female,0,15,Yes,No,Two year,Credit card (automatic),53.43,775.14,No
CUST-00550,Female,0,26,Yes,No,One year,Credit card (automatic),40.45,950.5,No
CUST-00551,Male,0,68,Yes,No,Two year,Credit card (automatic),69.8,4036.38,No
CUST-00552,Male,0,61,Yes,Fiber optic,Month-to-month,Mailed check,81.01,4850.74,No
CUST-00553,Female,0,36,Yes,Fiber optic,Month-to-month,Mailed check,28.15,999.0,Yes
CUST-00554,Male,0,54,Yes,No,Two year,Credit card (automatic),44.0,2285.36,No
CUST-00555,Male,0,7,No,No,Month-to-month,Mailed check,103.05,714.67,Yes
CUST-00556,Male,1,41,No,No,One year,Mailed check,31.22,1182.25,No
CUST-00557,Male,0,15,Yes,DSL,One year,Credit card (automatic),100.31,1286.71,No
CUST-00558,Female,0,66,Yes,No,Two year,Mailed check,49.47,2840.46,No
CUST-00559,Female,0,13,Yes,DSL,Two year,Mailed check,43.86,526.75,No
CUST-00560,Male,0,22,Yes,Fiber optic,One year,Credit card (automatic),53.21,1136.7,No
CUST-00561,Male,0,30,Yes,No,Two year,Electronic check,60.85,1596.39,No
CUST-00562,Male,0,54,No,Fiber optic,Two year,Credit card (automatic),75.3,4065.77,No
CUST-00563,Male,0,54,Yes,Fiber optic,Month-to-month,Electronic check,36.41,1822.85,No
CUST-00564,Male,1,56,Yes,No,Two year,Credit card (automatic),48.45,2565.35,No
CUST-00565,Male,0,32,Yes,Fiber optic,Month-to-month,Electronic check,108.86,3134.83,No
CUST-00566,Female,0,70,Yes,No,One year,Credit card (automatic),111.91,7808.81,No
